Country,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
0.000000000000000,1.000000000000000,0.000000000000000,0.544592030360531,0.362880886426593,0.034444444444444,0.000000000000000,0.003659134858877,0.653061224489796,0.005438701498235,0.209733487833140,0.033200000000000,0.031250000000000,0.452118398142774,0.649484536082474,0.000000000000000,0.004888585012168,0.026074288790884,0.619565217391304,0.603508771929825,0.505274261603376,0.487922705314010
0.000000000000000,0.933333333333333,0.000000000000000,0.447817836812144,0.373961218836565,0.035555555555556,0.000000000000000,0.003774328300456,0.622448979591837,0.002318753151761,0.203939745075319,0.034400000000000,0.572916666666667,0.453279164248404,0.618556701030928,0.000000000000000,0.005127210932694,0.000253155818508,0.630434782608696,0.610526315789474,0.502109704641350,0.483091787439614
0.000000000000000,0.866666666666667,0.000000000000000,0.447817836812144,0.369806094182826,0.036666666666667,0.000000000000000,0.003758705079668,0.642857142857143,0.002026552551335,0.198146002317497,0.035600000000000,0.614583333333333,0.450377248984330,0.639175257731959,0.000000000000000,0.005287052272765,0.024524811145225,0.637681159420290,0.617543859649123,0.495780590717300,0.478260869565217
0.000000000000000,0.800000000000000,0.000000000000000,0.440227703984820,0.375346260387812,0.038333333333333,0.000000000000000,0.004013581625281,0.673469387755102,0.013134888280399,0.192352259559676,0.037200000000000,0.666666666666667,0.473012188044109,0.670103092783505,0.000000000000000,0.005607717574019,0.002857284493215,0.644927536231884,0.628070175438596,0.488396624472574,0.473429951690821
0.000000000000000,0.733333333333333,0.000000000000000,0.434535104364326,0.379501385041551,0.039444444444444,0.000000000000000,0.000364329615303,0.683673469387755,0.014200006598078,0.187717265353418,0.038800000000000,0.677083333333333,0.435287289611143,0.680412371134021,0.000000000000000,0.000519051192181,0.002302078048272,0.655797101449275,0.635087719298246,0.478902953586498,0.458937198067633
0.000000000000000,0.666666666666667,0.000000000000000,0.426944971537002,0.385041551246537,0.041111111111111,0.000000000000000,0.004090335159380,0.663265306122449,0.009373983778154,0.181923522595597,0.040800000000000,0.656250000000000,0.512478235635519,0.659793814432990,0.000000000000000,0.004629039868546,0.002228320412531,0.663043478260870,0.642105263157895,0.472573839662447,0.444444444444444
0.000000000000000,0.600000000000000,0.000000000000000,0.423149905123340,0.387811634349030,0.042777777777778,0.000000000000000,0.002913884721677,0.632653061224490,0.013483643835746,0.176129779837775,0.042400000000000,0.625000000000000,0.525246662797446,0.628865979381443,0.000000000000000,0.003727515272774,0.000219727916930,0.670289855072464,0.652631578947368,0.457805907172996,0.429951690821256
0.000000000000000,0.533333333333333,0.000000000000000,0.413662239089184,0.396121883656510,0.044444444444444,0.001119820828667,0.001328236281458,0.642857142857143,0.007535947743222,0.170336037079954,0.044000000000000,0.635416666666667,0.461984910040627,0.639175257731959,0.000000000000000,0.003118876050079,0.002109500688661,0.677536231884058,0.659649122807017,0.456751054852321,0.420289855072464
0.000000000000000,0.466666666666667,0.000000000000000,0.402277039848197,0.407202216066482,0.045555555555556,0.000559910414334,0.000560072150143,0.632653061224490,0.005377433630404,0.164542294322132,0.045200000000000,0.625000000000000,0.369123621590250,0.628865979381443,0.000000000000000,0.003089294033382,0.020571602200382,0.684782608695652,0.666666666666667,0.437763713080169,0.405797101449275
0.000000000000000,0.400000000000000,0.000000000000000,0.398481973434535,0.407202216066482,0.046666666666667,0.001119820828667,0.000881498738484,0.642857142857143,0.009378696691064,0.158748551564311,0.046400000000000,0.572916666666667,0.409750435287290,0.577319587628866,0.000000000000000,0.002273055379193,0.002001230798472,0.692028985507246,0.673684210526316,0.427215189873418,0.391304347826087
0.000000000000000,0.333333333333333,0.000000000000000,0.398481973434535,0.401662049861496,0.047222222222222,0.000559910414334,0.000071286141324,0.663265306122449,0.006107935131467,0.152954808806489,0.047200000000000,0.572916666666667,0.483459082994777,0.577319587628866,0.000000000000000,0.000198141896286,0.000199221049745,0.695652173913043,0.680701754385965,0.417721518987342,0.381642512077295
0.000000000000000,0.266666666666667,0.000000000000000,0.392789373814042,0.404432132963989,0.048333333333333,0.000559910414334,0.000785222578841,0.673469387755102,0.002196217416098,0.148319814600232,0.048000000000000,0.020833333333333,0.488682530470110,0.030927835051546,0.000000000000000,0.001824771903337,0.018641088521483,0.702898550724638,0.687719298245614,0.401898734177215,0.328502415458937
0.000000000000000,0.200000000000000,0.000000000000000,0.387096774193548,0.407202216066482,0.048333333333333,0.000000000000000,0.000569255803209,0.653061224489796,0.003760904502246,0.143684820393975,0.048800000000000,0.395833333333333,0.490423679628555,0.402061855670103,0.000000000000000,0.001653481917975,0.001827723519172,0.710144927536232,0.694736842105263,0.393459915611814,0.314009661835749
0.000000000000000,0.133333333333333,0.000000000000000,0.377609108159393,0.002770083102493,0.048888888888889,0.000000000000000,0.000866911064490,0.642857142857143,0.011716301494465,0.139049826187717,0.048800000000000,0.343750000000000,0.428903076030180,0.350515463917526,0.000000000000000,0.001562162821217,0.016987851522584,0.717391304347826,0.073684210526316,0.359704641350211,0.299516908212560
0.000000000000000,0.066666666666667,0.000000000000000,0.360531309297913,0.436288088642659,0.048888888888889,0.000000000000000,0.000542852986795,0.632653061224490,0.041294542918141,0.134414831981460,0.048800000000000,0.333333333333333,0.431224608241439,0.319587628865979,0.000000000000000,0.000971843579831,0.002292698357316,0.072463768115942,0.080701754385965,0.358649789029536,0.285024154589372
0.000000000000000,0.000000000000000,0.000000000000000,0.351043643263757,0.443213296398892,0.048888888888889,0.000000000000000,0.000535164645955,0.622448979591837,0.030784747128658,0.129779837775203,0.048800000000000,0.218750000000000,0.454439930354034,0.226804123711340,0.000000000000000,0.000947198502504,0.000227012325900,0.079710144927536,0.084210526315789,0.356540084388186,0.265700483091787
