13.9899, N3fpm5fixedIilLj16EEE
13.7794, N3fpm5fixedIilLj16EEE
13.5723, N3fpm5fixedIilLj16EEE
13.3684, N3fpm5fixedIilLj16EEE
10.5848, N3fpm5fixedIilLj16EEE
10.4376, N3fpm5fixedIilLj16EEE
10.2924, N3fpm5fixedIilLj16EEE
10.1493, N3fpm5fixedIilLj16EEE
11.0906, N3fpm5fixedIilLj16EEE
10.9306, N3fpm5fixedIilLj16EEE
10.7732, N3fpm5fixedIilLj16EEE
10.618, N3fpm5fixedIilLj16EEE
12.6357, N3fpm5fixedIilLj16EEE
12.4287, N3fpm5fixedIilLj16EEE
12.2251, N3fpm5fixedIilLj16EEE
12.0248, N3fpm5fixedIilLj16EEE
10.2036, N3fpm5fixedIilLj16EEE
10.0555, N3fpm5fixedIilLj16EEE
9.90958, N3fpm5fixedIilLj16EEE
9.76605, N3fpm5fixedIilLj16EEE
10.0479, N3fpm5fixedIilLj16EEE
9.89418, N3fpm5fixedIilLj16EEE
9.7428, N3fpm5fixedIilLj16EEE
9.59393, N3fpm5fixedIilLj16EEE
11.471, N3fpm5fixedIilLj16EEE
11.2818, N3fpm5fixedIilLj16EEE
11.0955, N3fpm5fixedIilLj16EEE
10.9126, N3fpm5fixedIilLj16EEE
6.66422, N3fpm5fixedIilLj16EEE
6.57343, N3fpm5fixedIilLj16EEE
6.48396, N3fpm5fixedIilLj16EEE
6.39589, N3fpm5fixedIilLj16EEE
5.98056, N3fpm5fixedIilLj16EEE
5.90485, N3fpm5fixedIilLj16EEE
5.83009, N3fpm5fixedIilLj16EEE
5.75636, N3fpm5fixedIilLj16EEE
6.62317, N3fpm5fixedIilLj16EEE
6.53496, N3fpm5fixedIilLj16EEE
6.44807, N3fpm5fixedIilLj16EEE
6.36235, N3fpm5fixedIilLj16EEE
9.30347, N3fpm5fixedIilLj16EEE
9.15089, N3fpm5fixedIilLj16EEE
9.00095, N3fpm5fixedIilLj16EEE
8.85345, N3fpm5fixedIilLj16EEE
6.82399, N3fpm5fixedIilLj16EEE
6.72624, N3fpm5fixedIilLj16EEE
6.62993, N3fpm5fixedIilLj16EEE
6.53511, N3fpm5fixedIilLj16EEE
6.54233, N3fpm5fixedIilLj16EEE
6.45024, N3fpm5fixedIilLj16EEE
6.35947, N3fpm5fixedIilLj16EEE
6.27016, N3fpm5fixedIilLj16EEE
6.06955, N3fpm5fixedIilLj16EEE
5.98152, N3fpm5fixedIilLj16EEE
5.8949, N3fpm5fixedIilLj16EEE
5.80957, N3fpm5fixedIilLj16EEE
4.95941, N3fpm5fixedIilLj16EEE
4.89117, N3fpm5fixedIilLj16EEE
4.82397, N3fpm5fixedIilLj16EEE
4.75775, N3fpm5fixedIilLj16EEE
5.77815, N3fpm5fixedIilLj16EEE
5.69551, N3fpm5fixedIilLj16EEE
5.61407, N3fpm5fixedIilLj16EEE
5.53401, N3fpm5fixedIilLj16EEE
5.22603, N3fpm5fixedIilLj16EEE
5.154, N3fpm5fixedIilLj16EEE
5.08313, N3fpm5fixedIilLj16EEE
5.01324, N3fpm5fixedIilLj16EEE
4.27356, N3fpm5fixedIilLj16EEE
4.2128, N3fpm5fixedIilLj16EEE
4.1529, N3fpm5fixedIilLj16EEE
4.09402, N3fpm5fixedIilLj16EEE
4.82626, N3fpm5fixedIilLj16EEE
4.75447, N3fpm5fixedIilLj16EEE
4.68382, N3fpm5fixedIilLj16EEE
4.61441, N3fpm5fixedIilLj16EEE
4.81738, N3fpm5fixedIilLj16EEE
4.74596, N3fpm5fixedIilLj16EEE
4.67566, N3fpm5fixedIilLj16EEE
4.6065, N3fpm5fixedIilLj16EEE
2.26505, N3fpm5fixedIilLj16EEE
2.23857, N3fpm5fixedIilLj16EEE
2.21239, N3fpm5fixedIilLj16EEE
2.18657, N3fpm5fixedIilLj16EEE
4.15063, N3fpm5fixedIilLj16EEE
4.09045, N3fpm5fixedIilLj16EEE
4.03128, N3fpm5fixedIilLj16EEE
3.97298, N3fpm5fixedIilLj16EEE
3.3078, N3fpm5fixedIilLj16EEE
3.26286, N3fpm5fixedIilLj16EEE
3.21858, N3fpm5fixedIilLj16EEE
3.17508, N3fpm5fixedIilLj16EEE
2.99179, N3fpm5fixedIilLj16EEE
2.95547, N3fpm5fixedIilLj16EEE
2.91959, N3fpm5fixedIilLj16EEE
2.88425, N3fpm5fixedIilLj16EEE
3.1492, N3fpm5fixedIilLj16EEE
3.10681, N3fpm5fixedIilLj16EEE
3.06512, N3fpm5fixedIilLj16EEE
3.02406, N3fpm5fixedIilLj16EEE
2.40152, N3fpm5fixedIilLj16EEE
2.37198, N3fpm5fixedIilLj16EEE
2.34279, N3fpm5fixedIilLj16EEE
2.31406, N3fpm5fixedIilLj16EEE
2.81879, N3fpm5fixedIilLj16EEE
2.7808, N3fpm5fixedIilLj16EEE
2.74342, N3fpm5fixedIilLj16EEE
2.70653, N3fpm5fixedIilLj16EEE
2.24225, N3fpm5fixedIilLj16EEE
2.21503, N3fpm5fixedIilLj16EEE
2.18823, N3fpm5fixedIilLj16EEE
2.16176, N3fpm5fixedIilLj16EEE
2.70537, N3fpm5fixedIilLj16EEE
2.66928, N3fpm5fixedIilLj16EEE
2.63382, N3fpm5fixedIilLj16EEE
2.59888, N3fpm5fixedIilLj16EEE
1.92715, N3fpm5fixedIilLj16EEE
1.90324, N3fpm5fixedIilLj16EEE
1.87968, N3fpm5fixedIilLj16EEE
1.85648, N3fpm5fixedIilLj16EEE
2.07495, N3fpm5fixedIilLj16EEE
2.04878, N3fpm5fixedIilLj16EEE
2.02298, N3fpm5fixedIilLj16EEE
1.99762, N3fpm5fixedIilLj16EEE
2.05122, N3fpm5fixedIilLj16EEE
2.02798, N3fpm5fixedIilLj16EEE
2.00508, N3fpm5fixedIilLj16EEE
1.98244, N3fpm5fixedIilLj16EEE
2.00851, N3fpm5fixedIilLj16EEE
1.98552, N3fpm5fixedIilLj16EEE
1.9629, N3fpm5fixedIilLj16EEE
1.94055, N3fpm5fixedIilLj16EEE
2.87703, N3fpm5fixedIilLj16EEE
2.83717, N3fpm5fixedIilLj16EEE
2.79784, N3fpm5fixedIilLj16EEE
2.75923, N3fpm5fixedIilLj16EEE
2.44363, N3fpm5fixedIilLj16EEE
2.4117, N3fpm5fixedIilLj16EEE
2.38031, N3fpm5fixedIilLj16EEE
2.3494, N3fpm5fixedIilLj16EEE
1.36273, N3fpm5fixedIilLj16EEE
1.34671, N3fpm5fixedIilLj16EEE
1.33089, N3fpm5fixedIilLj16EEE
1.31529, N3fpm5fixedIilLj16EEE
1.65538, N3fpm5fixedIilLj16EEE
1.63634, N3fpm5fixedIilLj16EEE
1.61748, N3fpm5fixedIilLj16EEE
1.59897, N3fpm5fixedIilLj16EEE
1.70613, N3fpm5fixedIilLj16EEE
1.68494, N3fpm5fixedIilLj16EEE
1.66406, N3fpm5fixedIilLj16EEE
1.64357, N3fpm5fixedIilLj16EEE
1.82289, N3fpm5fixedIilLj16EEE
1.80084, N3fpm5fixedIilLj16EEE
1.7792, N3fpm5fixedIilLj16EEE
1.75793, N3fpm5fixedIilLj16EEE
0.879242, N3fpm5fixedIilLj16EEE
0.870972, N3fpm5fixedIilLj16EEE
0.862808, N3fpm5fixedIilLj16EEE
0.854782, N3fpm5fixedIilLj16EEE
1.56386, N3fpm5fixedIilLj16EEE
1.54875, N3fpm5fixedIilLj16EEE
1.53386, N3fpm5fixedIilLj16EEE
1.51915, N3fpm5fixedIilLj16EEE
1.29262, N3fpm5fixedIilLj16EEE
1.28018, N3fpm5fixedIilLj16EEE
1.26791, N3fpm5fixedIilLj16EEE
1.25577, N3fpm5fixedIilLj16EEE
1.23363, N3fpm5fixedIilLj16EEE
1.21992, N3fpm5fixedIilLj16EEE
1.2064, N3fpm5fixedIilLj16EEE
1.19312, N3fpm5fixedIilLj16EEE
0.875504, N3fpm5fixedIilLj16EEE
0.867889, N3fpm5fixedIilLj16EEE
0.860321, N3fpm5fixedIilLj16EEE
0.852905, N3fpm5fixedIilLj16EEE
0.60907, N3fpm5fixedIilLj16EEE
0.604019, N3fpm5fixedIilLj16EEE
0.599045, N3fpm5fixedIilLj16EEE
0.594147, N3fpm5fixedIilLj16EEE
1.3026, N3fpm5fixedIilLj16EEE
1.28709, N3fpm5fixedIilLj16EEE
1.27184, N3fpm5fixedIilLj16EEE
1.25682, N3fpm5fixedIilLj16EEE
0.991287, N3fpm5fixedIilLj16EEE
0.979904, N3fpm5fixedIilLj16EEE
0.968704, N3fpm5fixedIilLj16EEE
0.957642, N3fpm5fixedIilLj16EEE
0.885391, N3fpm5fixedIilLj16EEE
